1	12	İdârî Birimin Yeni Harflerle Adı	Eski Harflerle Adı	Unvani 1 raw	Unvan 1	Unvan 1 year	Unvan 1 note	Bagli raw	Bagli 1 1	Bagli 1 2	Bagli 1 3	Bagli 1 4	Unvani 2 raw	Unvan 2	Unvan 2 year	Unvan 2 note	Bagli 2 raw	Bagli 2 1	Bagli 2 2	Bagli 2 3	Bagli 2 4	Unvani 3 raw	Unvan 3	Unvan 3 year	Unvan 3 note	Bagli 3 raw	Bagli 3 1	Bagli 3 2	Bagli 3 3	Bagli 3 4	Unvani 4 raw	Unvan 4	Unvan 4 year	Unvan 4 note	Bagli 4 raw	Bagli 4 1	Bagli 4 2	Bagli 4 3	Bagli 4 4	Unvani 5 raw	Unvan 5	Unvan 5 year	Unvan 5 note	Bagli 5 raw	Bagli 5 1	Bagli 5 2	Bagli 5 3	Bagli 5 4	Unvani 6 raw	Unvan 6	Unvan 6 year	Unvan 6 note	Bagli 6 raw	Bagli 6 1	Bagli 6 2	Bagli 6 3	Bagli 6 4	Unvani 7	Bagli 7	Unvani 8	Bagli 8	Unvani 9	Bagli 9	Unvani 10	Bagli 10	Unvani 11	Bagli 11	Unvani 12	Bagli 12	Unvani 13	Bagli 13	Unvani 14	Bagli 14
5563	5563	ŞEYHAN	شيخان	Nahiye (1879)	Nahiye	1879		Merkez>Musul>Musul vilâyeti		Merkez	Musul	Musul vilâyeti																																																													
5564	5564	ŞEYHBEZENLİ (Şıhbızınlı)	شيخ بزنلی	Nahiye (Lağvedildi)	Nahiye		Lağvedildi	Haymana>Ankara>Ankara vilâyeti		Haymana	Ankara	Ankara vilâyeti																																																													
5565	5565	ŞEYHCUMA	شيخ جمعه	Nahiye (1865)	Nahiye	1865		Merkez>Gümülcine>Edirne vilâyeti		Merkez	Gümülcine	Edirne vilâyeti	Nahiye (1919)	Nahiye	1919		Merkez>Gümülcine>Yunanistan		Merkez	Gümülcine	Yunanistan																																																				
5566	5566	ŞEYHDAVDAN	شيخ داودان	Nahiye (Silvan Bağdere bucağının Kasımlı k.yüne bağlı mezraa.)	Nahiye		Silvan Bağdere bucağının Kasımlı k.yüne bağlı mezraa.	Silvan>Diyarbakır>Diyarbakır vilâyeti		Silvan	Diyarbakır	Diyarbakır vilâyeti																																																													
5567	5567	Şeyhhacı (YUKARIBAĞ)	شيخ حاجی	Nahiye (1877)	Nahiye	1877		Harput>Mam.retülaziz>Mam.retülaziz		Harput	Mamûretülaziz	Mamûretülaziz	Köy	Köy			İçme>Merkez>Elâzığ		İçme	Merkez	Elâzığ																																																				
5568	5568	ŞEYHULHADİD	شيخ الحديد	Nahiye (17.yy.)	Nahiye	17. yy.		Merkez>Antakya>Halep eyâleti		Merkez	Antakya	Halep eyâleti																																																													
5569	5569	ŞEYHHALİL	شيخ خليل	Nahiye (1865)	Nahiye	1865		Yıldızeli>Sivas>Sivas vilâyeti		Yıldızeli	Sivas	Sivas vilâyeti	Köy	Köy			Belcik>Yıldızeli>Sivas		Belcik	Yıldızeli	Sivas																																																				
5570	5570	ŞEYH İSMAİL TAİFESİ	شيخ اسماعيل طائفه سی	Nahiye (1879)	Nahiye	1879		Gülanber>Süleymaniye>Musul vilâyeti		Gülanber	Süleymaniye	Musul vilâyeti																																																													
5571	5571	Şeyhler (KAYNARCA) (Hoca)	شيخلر	Kaza (1855)	Kaza	1855		Kocaeli>Hudavendigâr eyâleti			Kocaeli	Hudavendigâr eyâleti	Nahiye (1924)	Nahiye	1924		Kandıra>Kocaeli			Kandıra	Kocaeli	Kaza (1959)	Kaza	1959		Sakarya				Sakarya																																											
5572	5572	ŞEYHLER maa ŞİKAKİ	شيخلر مع شکاکی	Kaza (Lağvedilmiş, köyleri şimdi İslahiye merkez bucağına bağlı.)	Kaza		Lağvedilmiş, köyleri şimdi İslahiye merkez bucağına bağlı.	Kilis>Halep eyâleti			Kilis	Halep eyâleti																																																													
5573	5573	ŞEYHLİ (Şıhlı)	شيخلو	Nahiye (1865)	Nahiye	1865		Lâdik>Amasya>Sivas vilâyeti		Lâdik	Amasya	Sivas vilâyeti	Köy	Köy			Karaabdal>Havza>Samsun		Karaabdal	Havza	Samsun	Nahiye	Nahiye			Lâdik>Samsun			Lâdik	Samsun																																											
5574	5574	ŞEYHLÜ(Çivril’in Koçak k.yü civarında idi.)	شيخلو	Nahiye (~1530)	Nahiye	~1530		Denizli>Kütahya>Anadolu eyâleti		Denizli	Kütahya	Anadolu eyâleti	Nahiye (1867)	Nahiye	1867		Sandıklı>K.Hisar-ı Sahib>Hudavendigâr vilâyeti		Sandıklı	Karahisar-ı Sahib	Hudavendigâr vilâyeti																																																				
5575	5575	ŞEYH MEYDAN maa ŞİMRAN	شيخ ميدان مع شيمران	Kaza (1855)	Kaza	1855		Süleymaniye>Bağdad maa Şehrizor eyâleti			Süleymaniye	Bağdad maa Şehrizor eyâleti																																																													
5576	5576	ŞEYHMİREZBAN	شيخ مرزبان	Nahiye (1865)	Nahiye	1865		Koçkiri>Sivas>Sivas vilâyeti		Koçkiri	Sivas	Sivas vilâyeti																																																													
5577	5577	ŞEYH MİSKİN	شيخ مسکين	Kaza (1865)	Kaza	1865		Havran>Suriye vilâyeti			Havran	Suriye vilâyeti																																																													
5578	5578	ŞEYHMUSTAFA	شيخ مصطفی	Nahiye (1865)	Nahiye	1865		Mecitözü>Amasya>Sivas vilâyeti		Mecitözü	Amasya	Sivas vilâyeti	Köy	Köy			Merkez>Merkez>Çorum		Merkez	Merkez	Çorum																																																				
5579	5579	ŞEYHSAİD	شيخ سعيد	Sancak Mrk. (~ 1860)	Sancak merkezi	~1860		Havran>Suriye vilâyeti			Havran	Suriye vilâyeti	Köy	Köy			Merkez>Havran>Havran>Suriye	Merkez	Havran	Havran	Suriye																																																				
5580	5580	ŞIHLAR (Kulakkaya)	شيخلر	Nahiye (1865)	Nahiye	1865		Merkez>K. Hisar-ı Şarkî>Sivas vilâyeti		Merkez	Karahisar-ı Şarkî	Sivas vilâyeti	Nahiye Mrk.	Nahiye merkezi			Yavuzkemal>Giresun>Trabzon vilâyeti		Yavuzkemal	Giresun	Trabzon vilâyeti	Nahiye Mrk. (1924)	Nahiye merkezi	1924		Yavuzkemal>Dereli>Giresun		Yavuzkemal	Dereli	Giresun																																											
5581	5581	Şıhraş (KIZILSU)	شيخ رش	Nahiye (1948)	Nahiye	1948		Şirnak>Siirt			Şırnak	Siirt	Nahiye (1990)	Nahiye	1990		Şırnak				Şırnak																																																				
5582	5582	ŞIRNAK (Şırnah)	شرناق	Kaza (1880)	Kaza	1880		Siirt>Bitlis vilâyeti			Siirt	Bitlis vilâyeti	Kaza (1924)	Kaza	1924		Siirt				Siirt	Vilâyet (1990)	Vilâyet	1990		Şırnak				Şırnak																																											
5583	5583	ŞİAR ve HAVLE	شعار وَ حواله	Kaza (17.yy.)	Kaza	17. yy.		Şam>Şam eyâleti			Şam	Şam eyâleti																																																													
5584	5584	ŞİBÎNÜ’L-KAVM	شبين القوم	Müdiriyet Mrk.	Müdiriyet merkezi			Menufiye>Mısır eyâleti			Menufiye	Mısır eyâleti																																																													
5585	5585	ŞİFATİYE	شفاتيه	Nahiye (1867)	Nahiye	1867		Merkez>Kerbelâ>Bağdad vilâyeti		Merkez	Kerbelâ	Bağdad vilâyeti																																																													
5586	5586	ŞİHABÜDDİN	شهاب الدين	Kaza (1841)	Kaza	1841		Viranşehir>Kastamonu eyâleti			Viranşehir	Kastamonu eyâleti																																																													
5587	5587	Şikefti (ALBAYRAK)	شکفتی	Nahiye (1882)	Nahiye	1882		Başkale>Hakkâri>Van vilâyeti		Başkale	Hakkâri	Van vilâyeti	Nahiye (1924)	Nahiye	1924		Başkale>Van			Başkale	Van																																																				
5588	5588	ŞİLE	شيله	Kaza (~1530)	Kaza	~1530		Kocaeli>Anadolu eyâleti			Kocaeli	Anadolu eyâleti	Kaza (1879)	Kaza	1879		Şehremâneti				Şehremâneti	Kaza (1909)	Kaza	1909		İstanbul				İstanbul																																											
5589	5589	Şimiz (OĞUZ)	شمز	Nahiye	Nahiye			Beşiri>Siirt			Beşiri	Siirt																																																													
5590	5590	ŞİMONTORNA (Smontornya)	شمنطورنه	Sancak (1543)	Sancak	1543		Budin eyâleti				Budin eyâleti	Sancak (1686)	Sancak	1686		Macaristan				Macaristan																																																				
5591	5591	ŞİMRAN maa ŞEYH MEYDAN	شمران مع شيخ ميدان	Kaza (1855)	Kaza	1855		Süleymaniye>Bağdad maa Şehrizor eyâleti			Süleymaniye	Bağdad maa Şehrizor eyâleti																																																													
5592	5592	ŞİNAFİYE (Şitafiye)	شنافيه	Nahiye (1852)	Nahiye	1852		Şamiye>Divaniye>Bağdad eyâleti		Şamiye	Divaniye	Bağdad eyâleti																																																													
5593	5593	ŞİNEK ve KALALE	شينک وَ قلاله	Nahiye (1855)	Nahiye	1855		Merkez>Süleymaniye>Bağdad maa Şehrizor eyâleti		Merkez	Süleymaniye	Bağdad maa Şehrizor eyâleti																																																													
5594	5594	ŞİRAN (Karaca)	شيران	Nahiye (~1530)	Nahiye	~1530		Merkez>K. Hisar-ı Şarkî>Rum eyâleti		Merkez	Karahisar-ı Şarkî	Rum eyâleti	Kaza (16.yy.)	Kaza	16. yy.		Erzurum>Erzurum eyâleti			Erzurum	Erzurum eyâleti	Kaza (1870)	Kaza	1870		Gümüşhane>Trabzon vilâyeti			Gümüşhane	Trabzon vilâyeti	Kaza (1924)	Kaza	1924		Gümüşhane				Gümüşhane																																		
5595	5595	ŞİRE (Syra, Seyras)	شيره	Ada (Kiklada adalarından)	Ada		Kiklada adalarından	Yunanistan				Yunanistan																																																													
5596	5596	ŞİREVÎ	شيره وی	Sancak (18.yy.)	Sancak	18. yy.		Van eyâleti				Van eyâleti																																																													
5597	5597	ŞİRİZ	شيريز	Nahiye merkezi	Nahiye merkezi			Akşar>Hizan>Bitlis		Akşar	Hizan	Bitlis																																																													
5598	5598	ŞİRVAN (Şamahi) (Merkezi olan Şamahi halen Bakü’ye bağlı bir kazadır.)	شيروان	Hanlık	Hanlık			Şirvan hanlığı				Şirvan hanlığı	Eyâlet	Eyâlet			İran yönetimi				İran yönetimi	Eyâlet (1578)	Eyâlet	1578		Şirvan eyâleti				Şirvan eyâleti	Eyâlet (1604)	Eyâlet	1604		İran yönetimi				İran yönetimi	Eyâlet (1806)	Eyâlet	1806		Rusya yönetimi				Rusya yönetimi	Bölge	Bölge			Azerbaycan				Azerbaycan																
5599	5599	ŞİRVAN (Küfre)	شيروان	Kaza (16.yy.)	Kaza	16. yy.		Siirt>Diyarbakır eyâleti			Siirt	Diyarbakır eyâleti	Sancak (1597)	Sancak	1597		Van eyâleti				Van eyâleti	Kaza (1884)	Kaza	1884		Siirt>Bitlis vilâyeti			Siirt	Bitlis vilâyeti	Kaza (1924)	Kaza	1924		Siirt				Siirt																																		
5600	5600	ŞİRVAN	شيروان	Nahiye (1879)	Nahiye	1879		Revandiz>Şehrizor>Musul vilâyeti		Revandiz	Şehrizor	Musul vilâyeti																																																													
5601	5601	ŞİRVANLU maa CEBEL-İ SEM’AN	شيروانلو مع جبل سمعان	Nahiye (16.yy.)	Nahiye	16. yy.		Merkez>Halep>Halep eyâleti		Merkez	Halep	Halep eyâleti																																																													
5602	5602	ŞİŞLİ	شيشلی	Kaza (1954)	Kaza	1954		İstanbul				İstanbul																																																													
5603	5603	ŞİTAFİYE	شتافيه	Nahiye (1867)	Nahiye	1867		Şamiye>Divaniye>Bağdad vilâyeti		Şamiye	Divaniye	Bağdad vilâyeti																																																													
5604	5604	Şivelân (BAĞIŞLI) (Hazekyan)	شوه لان	Nahiye (1924)	Nahiye	1924		Başkale>Van			Başkale	Van	Nahiye (1926)	Nahiye	1926		Merkez>Hakkâri			Merkez	Hakkâri																																																				
5605	5605	ŞİZAR	شيزار	Nahiye (1517)	Nahiye	1517		Halep>Arap vilâyeti			Halep	Arap vilâyeti	Kasaba	Kasaba			Hama>Suriye vilâyeti			Hama	Suriye vilâyeti																																																				
5606	5606	ŞOBEK	شوبک	Nahiye (1517)	Nahiye	1517		Salhad>Aclun>Arap vilâyeti		Salhad	Aclun	Arap vilâyeti	Sancak (16,17. yy.)	Sancak	16., 17. yy.		Şam eyâleti				Şam eyâleti	Nahiye (1865)	Nahiye	1865		Maan>Kerek>Suriye vilâyeti		Maan	Kerek	Suriye vilâyeti																																											
5607	5607	ŞOGAYN (Aşkale o zaman bu kaza hudutları içinde idi. Aşkale’nin halen Şoğik (Özler) k.yü var. Erzurum da başlangıçta nahiye olarak bu kazaya bağlı idi.)	شغين	Nahiye (~1516)	Nahiye	~1516		Bayburt>Bayburt>Rum eyâleti		Bayburt	Bayburt	Rum eyâleti	Kaza (1520)	Kaza	1520		Bayburt>Diyarbakır eyâleti			Bayburt	Diyarbakır eyâleti																																																				
5608	5608	Şorba (PAZAR) (Alidedeşıhları)	شوربا	Nahiye (19.yy.)	Nahiye	19. yy.		Yabanâbâd>Ankara>Anadolu eyâleti		Yabanâbâd	Ankara	Anadolu eyâleti	Nahiye	Nahiye			Kızılcahamam>Ankara			Kızılcahamam	Ankara																																																				
5609	5609	Şoregil (Şöregel) (AKYAKA) (Kızılçakçak)	شوره کل	Sancak (17. yy.)	Sancak	17. yy.		Van eyâleti				Van eyâleti	Sancak (1800)	Sancak	1800		Kars eyâleti				Kars eyâleti	Kaza (1846)	Kaza	1846		Kars>Erzurum eyâleti			Kars	Erzurum eyâleti	Nahiye (1926)	Nahiye	1926		Arpaçay>Kars			Arpaçay	Kars																																		
5610	5610	Şotik (ÇOBANDERE)	شوتيک	Nahiye (1877)	Nahiye	1877		Arapkir>Mamûretülaziz>Mamûretülaziz vilâyeti		Arapkir	Mamûretülaziz	Mamûretülaziz vilâyeti	Nahiye (1924)	Nahiye	1924		Arapkir>Malatya			Arapkir	Malatya	Köy	Köy			Yoncalı>Arguvan>Malatya		Yoncalı	Arguvan	Malatya																																											
5611	5611	ŞUARÂVİYYE-İ GARBİYYE	شعراويهء غربيه	Kaza (1634)	Kaza	1634		Nablus>Sayda eyâleti			Nablus	Sayda eyâleti	Nahiye (1888)	Nahiye	1888		Benisa’b>Belka>Beyrut vilâyeti		Benisa’b	Belka	Beyrut vilâyeti																																																				
5612	5612	ŞUARÂVİYYE-İ ŞARKİYYE	شعراويهء شرقيه	Nahiye (1888)	Nahiye	1888		Cenin>Lazkiye>Beyrut vilâyeti		Cenin	Lazkiye	Beyrut vilâyeti																																																													
5613	5613	Şucâeddin (ULUKIŞLA)	شجاع الدين	Kaza (18.yy.)	Kaza	18. yy.		Niğde>Karaman eyâleti			Niğde	Karaman eyâleti	Nahiye (1864)	Nahiye	1864		Merkez>Niğde>Konya vilâyeti		Merkez	Niğde	Konya vilâyeti	Kaza (1924)	Kaza	1924		Niğde				Niğde																																											
5614	5614	ŞUF (Cedide)	شوف	Nahiye (1517)	Nahiye	1517		Şam>Arap vilâyeti			Şam	Arap vilâyeti	Kaza (1856)	Kaza	1856		Cebel-i Dürzi>Sayda eyâleti			Cebel-i Dürzi	Sayda eyâleti	Kaza (1861)	Kaza	1861		Cebel-i Lübnan sancağı				Cebel-i Lübnan sancağı																																											
5615	5615	ŞUFAR	شفار	Ada (Basra körfezinde.)	Ada		Basra körfezinde.	Basra>Irak			Basra	Irak																																																													
5616	5616	ŞUFEYN	شوفين	Nahiye (1861)	Nahiye	1861		Şuf>Cebel-i Lübnan sancağı			Şuf	Cebel-i Lübnan sancağı																																																													
5617	5617	ŞUHUT	شهود	Kaza (~1530)	Kaza	~1530		K. Hisar-ı Sahib>Anadolu eyâleti			Karahisar-ı Sahib	Anadolu eyâleti	Kaza (1841)	Kaza	1841		K. Hisar-ı Sahib>Hudavendigâr eyâleti			Karahisar-ı Sahib	Hudavendigâr eyâleti	Nahiye (1884)	Nahiye	1884		Merkez>K.Hisar-ı Sahib>Hudavendigâr		Merkez	Karahisar-ı Sahib	Hudavendigâr	Kaza (1946)	Kaza	1946		Afyonkarahisar				Afyonkarahisar																																		
5618	5618	ŞUMAR	شومر	Nahiye (1902)	Nahiye	1902		Sayda>Beyrut>Beyrut vilâyeti		Sayda	Beyrut	Beyrut vilâyeti																																																													
5619	5619	ŞUMNU (Şumen)	شمنو	Sancak (1851)	Sancak	1851		Silistre eyâleti				Silistre eyâleti	Vilâyet Mrk. (1864)	Vilâyet merkezi	1864		Tuna vilâyeti				Tuna vilâyeti	Vilâyet Mrk. (1877)	Vilâyet merkezi	1877		Varna vilâyeti				Varna vilâyeti	Vilâyet (1908)	Vilâyet	1908		Bulgaristan				Bulgaristan																																		
5620	5620	ŞUNFUKİ	شونفوکی	Eyâlet (kontluk)	Eyâlet		kontluk	Macaristan				Macaristan																																																													
5621	5621	ŞURE maa BUCAK	شوره مع بوجاق	Kaza (1846)	Kaza	1846		Malatya>Harput>Harput eyâleti		Malatya	Harput	Harput eyâleti																																																													
5622	5622	ŞURE	شوره	Nahiye (Pütürge’nin Doğanyol bucağı bölgesinde idi.)	Nahiye		Pütürge’nin Doğanyol bucağı bölgesinde idi.	Kâhta>Gerger maa Kâhta>Rum eyâleti		Kâhta	Gerger maa Kâhta	Rum eyâleti																																																													
5623	5623	ŞUŞA	شوشه	Başkent (1724-1814)	Başkent	1724-1814		Karabağ (Aran) hanlığı				Karabağ (Aran) hanlığı	Kaza	Kaza			Gence>Azerbaycan			Gence	Azerbaycan																																																				
5624	5624	ŞUVİRUN	شويرون	Eyâlet (kontluk)	Eyâlet		kontluk	Macaristan				Macaristan																																																													
5625	5625	Taban (TABANKÖY)	طبان	Nahiye	Nahiye			Gönen>Balıkesir			Gönen	Balıkesir	Köy	Köy			Merkez>Yenice>Çanakkale		Merkez	Yenice	Çanakkale																																																				
5626	5626	TABANLI (Aşiret-i Tabanlı)	طبانلی	Kaza (1841)	Kaza	1841		Ankara>Ankara eyâleti			Ankara	Ankara eyâleti	Kaza (1849)	Kaza	1849		Ankara>Bozok eyâleti			Ankara	Bozok eyâleti	Nahiye (1912’de mevcut idi. Sonraları lağvedilmiş.)	Nahiye		1912’de mevcut idi. Sonraları lağvedilmiş.	Bâlâ>Ankara>Ankara vilâyeti		Bâlâ	Ankara	Ankara vilâyeti																																											
5627	5627	TABERİYE	طبريه	Nahiye (1517)	Nahiye	1517		Safed>Arap vilâyeti			Safed	Arap vilâyeti	Kaza (1660)	Kaza	1660		Akka>Sayda eyâleti			Akka	Sayda eyâleti	Kaza (1865)	Kaza	1865		Akka>Suriye vilâyeti			Akka	Suriye vilâyeti	Kaza (1888)	Kaza	1888		Akka>Beyrut vilâyeti			Akka	Beyrut vilâyeti																																		
5628	5628	TABİYE	طابيه	Nahiye (18.yy.)	Nahiye	18. yy.		Sirt>Humus>Trablusgarb		Sirt	Humus	Trablusgarb																																																													
5629	5629	TABRAKA	طبرقه	Kasaba	Kasaba			Tunus				Tunus																																																													
5630	5630	TACURA	تاجوره	Nahiye	Nahiye			Merkez>Trablusgarb>Libya		Merkez	Trablusgarb	Libya																																																													
5631	5631	TAFİLE	طفيله	Kaza (1865)	Kaza	1865		Kerek>Suriye vilâyeti			Kerek	Suriye vilâyeti																																																													
5632	5632	TAFLAN	تفلان	Nahiye	Nahiye			Merkez>Samsun			Merkez	Samsun																																																													
5633	5633	Tahir (ARGUVAN)	طاهر	Nahiye (1873)	Nahiye	1873		Keban>Mam.retülaziz>Mam.retülaziz		Keban	Mamûretülaziz	Mamûretülaziz	Nahiye (1924)	Nahiye	1924		Merkez>Malatya			Merkez	Malatya	Kaza (1954)	Kaza	1954		Malatya				Malatya																																											
5634	5634	TAHİR	طاهر	Nahiye (1938)	Nahiye	1938		Eleşkirt>Ağrı			Eleşkirt	Ağrı																																																													
5635	5635	TAHMASİYE	طهماسيه	Kaza (1851)	Kaza	1851		Divaniye>Bağdad maa Şehrizor eyâleti			Divaniye	Bağdad maa Şehrizor eyâleti																																																													
5636	5636	TAHRET (Tiaret)	تاهرت	Kasaba	Kasaba			Vehran>Cezayir			Vehran	Cezayir																																																													
5637	5637	TAHTA	طحطا	Kaza	Kaza			Circa>Mısır			Circa	Mısır																																																													
5638	5638	TAHTAKÖPRÜ	تخته کوپری	Nahiye	Nahiye			İnegöl>Bursa			İnegöl	Bursa																																																													
5639	5639	TAHTATTARİK	تحت الطريق	Nahiye (~1530)	Nahiye	~1530		İskilip>Çorum>Rum eyâleti		İskilip	Çorum	Rum eyâleti	Kaza (~1590)	Kaza	~1590		Çorum>Rum eyâleti			Çorum	Rum eyâleti																																																				
5640	5640	TAHTATTARİK maa FEVKATTARİK	تحت الطريق مع فوق الطريق	Kaza (1847)	Kaza	1847		Çorum-Amasya>Sivas eyâleti			Çorum-Amasya	Sivas eyâleti																																																													
5641	5641	TAİF	طائف	Kaza (1855)	Kaza	1855		Mekke>Habeş eyâleti			Mekke	Habeş eyâleti	Kasaba (1876)	Kasaba	1876		Mekke>Mekke>Hicaz vilâyeti		Mekke	Mekke	Hicaz vilâyeti	Şehir	Şehir			S. Arabistan				S. Arabistan																																											
